x_m,y_m,z_m,depth_m,azn_deg,dip_deg,app_m,type
27.20627108,24.75192572,-9.705801735,38.04,34.47,53.38,0,2
27.24203116,24.7844598,-9.718559098,38.09,247.77,54.73,0,2
27.25633519,24.79747343,-9.723662043,38.11,254.44,55.82,0,2
27.26348721,24.80398024,-9.726213515,38.12,43.12,41.37,0,2
27.27779124,24.81699387,-9.731316461,38.14,249.34,56.34,0,2
27.34215939,24.87555521,-9.754279714,38.23,255.49,74.38,0,2
27.34215939,24.87555521,-9.754279714,38.23,160.42,39.92,0,2
27.39937552,24.92760973,-9.774691495,38.31,59.27,75.28,0,2
27.41367956,24.94062337,-9.77979444,38.33,249.9,46.33,0,2
27.44228762,24.96665063,-9.79000033,38.37,244.49,49.38,0,2
27.48519972,25.00569152,-9.805309166,38.43,260.85,77.74,0,2
27.53526384,25.05123923,-9.823169474,38.5,267.23,57.88,0,2
27.57102392,25.0837733,-9.835926837,38.55,235.66,54.79,0,2
27.58532796,25.09678693,-9.841029782,38.57,31.3,61.71,0,2
27.60678401,25.11630738,-9.8486842,38.6,218.64,56.62,0,1
27.64254409,25.14884146,-9.861441563,38.65,249.27,56.86,0,2
27.67115215,25.17486872,-9.871647453,38.69,34.72,53.05,0,2
27.69976022,25.20089598,-9.881853344,38.73,197.46,54.01,0,1
27.72121627,25.22041643,-9.889507761,38.76,222.76,60.13,0,1
27.74267232,25.23993687,-9.897162179,38.79,159.63,15.24,0,1
27.7784324,25.27247095,-9.909919542,38.84,213.54,63.19,0,2
27.80704047,25.29849821,-9.920125432,38.88,90.38,78.5,0,2
27.81419249,25.30500503,-9.922676905,38.89,253.88,55.72,0,2
27.82849652,25.31801866,-9.92777985,38.91,263.25,78.69,0,2
27.82849652,25.31801866,-9.92777985,38.91,36.39,52.89,0,2
27.87856064,25.36356637,-9.945640158,38.98,255.8,49.5,0,2
27.89286467,25.37658,-9.950743103,39,41.6,46.66,0,2
27.90001668,25.38308681,-9.953294576,39.01,267.55,62.59,0,2
27.92147273,25.40260726,-9.960948994,39.04,29.79,57.04,0,2
27.92147273,25.40260726,-9.960948994,39.04,48.83,46.04,0,2
27.92862475,25.40911407,-9.963500466,39.05,269.49,57.77,0,2
27.95723282,25.43514133,-9.973706357,39.09,267.1,62.16,0,2
27.97153685,25.44815497,-9.978809302,39.11,44.87,54.51,0,2
27.97153685,25.44815497,-9.978809302,39.11,263.37,80.98,0,2
28.035905,25.5067163,-10.00177256,39.2,40.8,48.75,0,2
28.0788171,25.5457572,-10.01708139,39.26,299.55,70.02,0,2
28.18609735,25.64335943,-10.05535348,39.41,285.92,67.06,0,1
28.18609735,25.64335943,-10.05535348,39.41,54.3,82.89,0,1
28.22185743,25.6758935,-10.06811084,39.46,36.57,41.14,0,2
28.23616146,25.68890713,-10.07321379,39.48,247.05,61.98,0,2
28.24331348,25.69541395,-10.07576526,39.49,279.42,63.82,0,2
28.26476953,25.7149344,-10.08341968,39.52,242.12,49.53,0,2
28.2933776,25.74096166,-10.09362557,39.56,260.75,56.1,0,2
28.31483365,25.7604821,-10.10127999,39.59,250.34,56.35,0,-1
28.36489776,25.80602981,-10.11914029,39.66,242.51,53.96,0,2
28.40780986,25.8450707,-10.13444913,39.72,59.46,31.77,0,2
28.4221139,25.85808433,-10.13955208,39.74,266.47,49.98,0,2
28.46502599,25.89712523,-10.15486091,39.8,268.28,59.67,0,2
28.48648204,25.91664567,-10.16251533,39.83,43.71,28.89,0,2
28.54369818,25.9687002,-10.18292711,39.91,105.35,41.73,0,2
28.55800221,25.98171383,-10.18803005,39.93,185.34,57.51,0,1
28.59376229,26.0142479,-10.20078742,39.98,330.39,69.59,0,2
28.60806633,26.02726153,-10.20589036,40,182.81,50.43,0,2
28.67243448,26.08582287,-10.22885362,40.09,252.71,50.48,0,2
28.67958649,26.09232969,-10.23140509,40.1,158.87,66.26,0,2
28.70104254,26.11185013,-10.23905951,40.13,163.23,72.26,0,2
28.82262682,26.222466,-10.28243454,40.3,253.01,81.1,0,2
28.85838691,26.25500007,-10.2951919,40.35,57.85,88.29,0,1
28.94421111,26.33308186,-10.32580957,40.47,14.96,70.9,0,2
28.94421111,26.33308186,-10.32580957,40.47,243.4,54.25,0,2
29.00857926,26.3916432,-10.34877283,40.56,47.96,35.81,0,2
29.08725144,26.46321816,-10.37683903,40.67,257.36,62.37,0,2
29.13016354,26.50225906,-10.39214786,40.73,251.39,45.08,0,2
29.1587716,26.52828632,-10.40235375,40.77,259.08,53.43,0,2
29.17307564,26.54129995,-10.4074567,40.79,302.5,68.58,0,2
29.2016837,26.56732721,-10.41766259,40.83,359.37,61.75,0,2
29.2016837,26.56732721,-10.41766259,40.83,219.23,39.27,0,2
29.20883572,26.57383403,-10.42021406,40.84,299.66,70.32,0,2
29.2445958,26.6063681,-10.43297142,40.89,355.72,64.51,0,2
29.25174782,26.61287492,-10.4355229,40.9,309.81,63.35,0,2
29.28035589,26.63890218,-10.44572879,40.94,267.44,59.59,0,2
29.2875079,26.645409,-10.44828026,40.95,356.29,58.8,0,2
29.34472403,26.69746352,-10.46869204,41.03,248.38,60.19,0,2
29.34472403,26.69746352,-10.46869204,41.03,9.08,54.26,0,2
29.36618008,26.71698396,-10.47634646,41.06,359.15,68.27,0,2
29.40194017,26.74951804,-10.48910382,41.11,241.86,84.16,0,2
29.52352445,26.8601339,-10.53247885,41.28,269.69,56.4,0,2
29.52352445,26.8601339,-10.53247885,41.28,1.6,46.67,0,2
29.53782848,26.87314753,-10.5375818,41.3,84.76,79.6,0,2
29.55928453,26.89266798,-10.54523622,41.33,266.65,52.94,0,2
29.57358857,26.90568161,-10.55033916,41.35,351.15,66.46,0,2
29.60219663,26.93170887,-10.56054505,41.39,252.13,59.65,0,2
29.65941276,26.9837634,-10.58095683,41.47,242.18,79.58,0,2
29.68086881,27.00328384,-10.58861125,41.5,264.95,55.81,0,2
29.69517285,27.01629747,-10.5937142,41.52,268.67,60.61,0,2
29.7166289,27.03581792,-10.60136861,41.55,349.36,65.22,0,2
29.73808495,27.05533836,-10.60902303,41.58,255.16,70.11,0,2
29.759541,27.07485881,-10.61667745,41.61,353.34,59.8,0,2
29.759541,27.07485881,-10.61667745,41.61,347.51,77.55,0,2
29.8024531,27.1138997,-10.63198629,41.67,179.56,28.77,0,2
29.89542931,27.1984883,-10.66515543,41.8,236.15,87.33,0,2
30.03131763,27.3221178,-10.71363341,41.99,257.14,71.53,0,2
30.12429384,27.4067064,-10.74680255,42.12,345.95,72.58,0,2
30.17435796,27.4522541,-10.76466286,42.19,248.8,38.12,0,2
30.19581401,27.47177455,-10.77231728,42.22,253.13,55.49,0,2
30.21011804,27.48478818,-10.77742022,42.24,172.71,44.25,0,2
30.23157409,27.50430863,-10.78507464,42.27,226.9,73.43,0,2
30.24587812,27.51732226,-10.79017759,42.29,233.99,83.17,0,2
30.26733417,27.5368427,-10.797832,42.32,32.41,73.59,0,1
30.27448619,27.54334952,-10.80038348,42.33,53.52,35.29,0,2
30.30309426,27.56937678,-10.81058937,42.37,263.36,51.08,0,2
30.31024627,27.5758836,-10.81314084,42.38,107.79,35.35,0,2
30.33170232,27.59540404,-10.82079526,42.41,256.24,62.17,0,2
30.38891846,27.64745856,-10.84120704,42.49,265.51,62.87,0,2
30.41037451,27.66697901,-10.84886146,42.52,347.7,76.4,0,2
30.41037451,27.66697901,-10.84886146,42.52,89.89,82.21,0,2
30.41752652,27.67348583,-10.85141293,42.53,252.69,50.24,0,2
30.44613459,27.69951309,-10.86161882,42.57,271.77,54.04,0,2
30.5391108,27.78410169,-10.89478796,42.7,262.42,77.36,0,2
30.56771887,27.81012895,-10.90499385,42.74,24.6,43.05,0,2
30.59632694,27.83615621,-10.91519974,42.78,35.76,47.16,0,2
30.59632694,27.83615621,-10.91519974,42.78,273.17,75.86,0,2
30.63923904,27.8751971,-10.93050858,42.84,262.33,64.01,0,2
30.63923904,27.8751971,-10.93050858,42.84,196.74,56.12,0,2
30.63923904,27.8751971,-10.93050858,42.84,249.83,59.17,0,2
30.66069509,27.89471755,-10.938163,42.87,250.69,60.51,0,2
30.68930315,27.92074481,-10.94836889,42.91,248.67,76.3,0,2
30.68930315,27.92074481,-10.94836889,42.91,23.59,44.96,0,2
30.73221525,27.9597857,-10.96367772,42.97,255.22,83.31,0,2
30.73936727,27.96629252,-10.96622919,42.98,348.42,70.13,0,2
30.74651928,27.97279933,-10.96878067,42.99,191.48,49.81,0,2
30.74651928,27.97279933,-10.96878067,42.99,263.39,77.77,0,2
30.7536713,27.97930615,-10.97133214,43,349.39,73.72,0,2
30.76797533,27.99231978,-10.97643508,43.02,196.5,57.26,0,2
30.78943138,28.01184023,-10.9840895,43.05,245.82,66.5,0,2
30.84664752,28.06389475,-11.00450128,43.13,180.41,35.38,0,2
30.87525558,28.08992201,-11.01470717,43.17,201.37,52.98,0,2
30.88955962,28.10293564,-11.01981012,43.19,22.25,45.83,0,2
30.90386365,28.11594927,-11.02491306,43.21,0.34,56.44,0,2
30.93247172,28.14197653,-11.03511895,43.25,190.21,54.74,0,2
30.95392777,28.16149698,-11.04277337,43.28,200.4,39.31,0,2
30.96107978,28.1680038,-11.04532484,43.29,74.05,86.82,0,2
31.00399188,28.20704469,-11.06063368,43.35,248.4,78.93,0,2
31.00399188,28.20704469,-11.06063368,43.35,17.36,65.35,0,2
31.03259995,28.23307195,-11.07083957,43.39,29.97,62.19,0,2
31.06120801,28.25909921,-11.08104546,43.43,35.53,52.48,0,2
31.07551205,28.27211284,-11.08614841,43.45,203.19,37.65,0,2
31.11127213,28.30464692,-11.09890577,43.5,44.26,40.9,0,2
31.11127213,28.30464692,-11.09890577,43.5,261.01,58.08,0,2
31.1398802,28.33067418,-11.10911166,43.54,264.82,63.37,0,2
31.14703221,28.337181,-11.11166313,43.55,186.32,43.16,0,2
31.15418423,28.34368781,-11.1142146,43.56,39,46.71,0,2
31.23285641,28.41526278,-11.1422808,43.67,249.88,68.63,0,2
31.24716045,28.42827641,-11.14738375,43.69,12.38,54.93,0,2
31.25431246,28.43478323,-11.14993522,43.7,253.23,64.16,0,2
31.26146448,28.44129004,-11.15248669,43.71,256.6,60.82,0,2
31.28292053,28.46081049,-11.16014111,43.74,17.13,43.17,0,2
31.32583263,28.49985138,-11.17544995,43.8,6.29,74.88,0,2
31.34728868,28.51937183,-11.18310436,43.83,262.51,53.32,0,2
31.37589674,28.54539909,-11.19331026,43.87,8.59,69.26,0,2
31.41880884,28.58443998,-11.20861909,43.93,250.26,80.87,0,2
31.43311288,28.59745361,-11.21372204,43.95,194.1,41.78,0,2
31.48317699,28.64300132,-11.23158234,44.02,251.85,74.09,0,2
31.49748103,28.65601495,-11.23668529,44.04,14.58,72.07,0,2
31.49748103,28.65601495,-11.23668529,44.04,254.39,78.62,0,2
31.55469716,28.70806947,-11.25709707,44.12,12.72,74.61,0,2
31.59760926,28.74711036,-11.27240591,44.18,25.82,65.06,0,2
31.62621732,28.77313763,-11.2826118,44.22,247.79,55.44,0,2
31.65482539,28.79916489,-11.29281769,44.26,257.68,57.84,0,2
31.67628144,28.81868533,-11.3004721,44.29,33.24,38.5,0,2
31.71919354,28.85772623,-11.31578094,44.35,21.02,46.55,0,2
31.74780161,28.88375349,-11.32598683,44.39,33.48,40.64,0,2
31.76210564,28.89676712,-11.33108978,44.41,197.02,42.73,0,1
31.77640967,28.90978075,-11.33619272,44.43,266.57,68.55,0,2
31.81216976,28.94231483,-11.34895008,44.48,19.07,40.55,0,2
31.8336258,28.96183527,-11.3566045,44.51,203.04,26.84,0,2
31.8765379,29.00087616,-11.37191334,44.57,359.87,52.16,0,2
31.90514597,29.02690343,-11.38211923,44.61,253.09,83.24,0,2
31.98381815,29.0984784,-11.41018543,44.72,349.24,69.12,0,2
32.01957824,29.13101247,-11.42294279,44.77,178.81,28.78,0,2
32.0910984,29.19608063,-11.44845751,44.87,97.73,56.56,0,2
32.11255445,29.21560107,-11.45611193,44.9,0.23,51.32,0,2
32.14831453,29.24813515,-11.46886929,44.95,98.4,46.89,0,2
32.18407462,29.28066923,-11.48162666,45,254.86,65.82,0,1
32.22698672,29.31971012,-11.49693549,45.06,353.12,74.29,0,2
32.22698672,29.31971012,-11.49693549,45.06,216.91,48.83,0,1
32.29850688,29.38477827,-11.52245022,45.16,0.77,67.68,0,2
32.31996293,29.40429872,-11.53010464,45.19,10.29,61.09,0,2
32.34141898,29.42381916,-11.53775905,45.22,342.65,75.95,0,2
32.44154721,29.51491458,-11.57347967,45.36,25.47,60.28,0,2
32.46300326,29.53443503,-11.58113409,45.39,32.1,60.25,0,2
32.49876335,29.5669691,-11.59389145,45.44,23.01,54.02,0,2
32.58458755,29.64505089,-11.62450912,45.56,12.49,58.71,0,2
32.62749965,29.68409178,-11.63981796,45.62,9.19,58.42,0,2
32.67041174,29.72313267,-11.65512679,45.68,252.3,62.13,0,2
32.69901981,29.74915993,-11.66533268,45.72,345.08,79.32,0,2
32.70617183,29.75566675,-11.66788416,45.73,255.47,74.91,0,2
32.73477989,29.78169401,-11.67809005,45.77,248.03,69.69,0,2
32.84206014,29.87929624,-11.71636214,45.92,247.34,60.21,0,2
32.84921216,29.88580306,-11.71891361,45.93,248.48,62.44,0,2
32.89212426,29.92484395,-11.73422244,45.99,255.34,49.73,0,2
32.94218837,29.97039166,-11.75208275,46.06,260.6,55.87,0,2
32.97794846,30.00292573,-11.76484012,46.11,247.28,70.3,0,2
32.99225249,30.01593936,-11.76994306,46.13,256.08,70.1,0,2
33.00655652,30.028953,-11.77504601,46.15,92.88,51.44,0,2
33.03516459,30.05498026,-11.7852519,46.19,220.77,43.29,0,2
33.06377266,30.08100752,-11.79545779,46.23,23.5,39.01,0,2
33.18535694,30.19162338,-11.83883282,46.4,246.75,62.54,0,2
33.22826904,30.23066427,-11.85414166,46.46,244.29,58.47,0,2
33.26402912,30.26319835,-11.86689902,46.51,246.65,66.28,0,2
33.28548517,30.28271879,-11.87455344,46.54,243.45,65.73,0,2
33.32839727,30.32175969,-11.88986227,46.6,251.52,52.33,0,2
33.33554929,30.3282665,-11.89241374,46.61,35.09,36.03,0,2
33.37846139,30.36730739,-11.90772258,46.67,248.99,53.34,0,2
33.43567752,30.41936192,-11.92813436,46.75,225.99,79.8,0,2
33.47858962,30.45840281,-11.9434432,46.81,239.72,70.11,0,2
33.50004567,30.47792326,-11.95109761,46.84,245.53,72.93,0,2
33.53580575,30.51045733,-11.96385498,46.89,246.94,63.21,0,2
33.59302188,30.56251186,-11.98426676,46.97,244.4,55.47,0,2
33.60732592,30.57552549,-11.9893697,46.99,221.7,63.25,0,2
33.70030213,30.66011409,-12.02253885,47.12,257.8,81.66,0,2
33.70030213,30.66011409,-12.02253885,47.12,229.27,85.79,0,2
33.73606222,30.69264816,-12.03529621,47.17,246.51,59.02,0,2
33.78612633,30.73819587,-12.05315652,47.24,256.5,80.34,0,2
33.9005586,30.84230492,-12.09398008,47.4,250.75,70.38,0,2
33.91486263,30.85531855,-12.09908302,47.42,256.96,62.49,0,2
33.92916666,30.86833218,-12.10418597,47.44,235.3,38.54,0,2
34.01499086,30.94641396,-12.13480364,47.56,252.6,58.14,0,2
34.03644691,30.96593441,-12.14245806,47.59,255.15,64,0,2
34.03644691,30.96593441,-12.14245806,47.59,16.54,60.17,0,2
34.06505498,30.99196167,-12.15266395,47.63,18.14,63.13,0,2
34.24385539,31.15463206,-12.21645076,47.88,346.74,82.98,0,2
34.25815943,31.16764569,-12.22155371,47.9,347.92,71.07,0,2
34.31537556,31.21970021,-12.24196549,47.98,47.15,39.72,0,2
34.32967959,31.23271384,-12.24706844,48,352.1,68.99,0,2
34.40119976,31.29778199,-12.27258316,48.1,249.61,55.59,0,2
34.48702396,31.37586378,-12.30320083,48.22,262.72,52.38,0,2
34.51563202,31.40189104,-12.31340672,48.26,237.79,70.97,0,2
34.52993606,31.41490467,-12.31850967,48.28,348.64,67.75,0,2
34.54424009,31.4279183,-12.32361261,48.3,31.52,85.89,0,2
34.55139211,31.43442512,-12.32616409,48.31,246.32,59.09,0,2
34.61576026,31.49298646,-12.34912734,48.4,260.69,78,0,2
34.6372163,31.5125069,-12.35678176,48.43,240.78,55.49,0,2
34.66582437,31.53853416,-12.36698765,48.47,265.67,77.73,0,2
34.6801284,31.55154779,-12.37209059,48.49,32.49,40.56,0,2
34.6801284,31.55154779,-12.37209059,48.49,259.74,72.43,0,2
34.69443244,31.56456143,-12.37719354,48.51,260.16,72.21,0,2
34.73019252,31.5970955,-12.3899509,48.56,352.52,70.51,0,2
34.77310462,31.63613639,-12.40525974,48.62,250.25,64.72,0,2
34.78025664,31.64264321,-12.40781121,48.63,28.8,40.87,0,2
34.80171269,31.66216366,-12.41546563,48.66,253.84,74.42,0,2
34.8088647,31.66867047,-12.4180171,48.67,252.87,70.88,0,2
34.81601672,31.67517729,-12.42056857,48.68,36.61,39.69,0,2
34.82316874,31.6816841,-12.42312004,48.69,249.82,59.55,0,2
34.8517768,31.70771136,-12.43332593,48.73,248.92,59.74,0,2
34.90184092,31.75325907,-12.45118624,48.8,259.61,64.32,0,2
34.95190503,31.79880678,-12.46904655,48.87,260.38,76.42,0,2
34.97336108,31.81832723,-12.47670097,48.9,29.69,45.88,0,2
34.98766512,31.83134086,-12.48180391,48.92,254.47,81.87,0,2
35.0234252,31.86387493,-12.49456128,48.97,5.47,46.26,0,2
35.03057722,31.87038175,-12.49711275,48.98,261.2,83.38,0,2
35.05918528,31.89640901,-12.50731864,49.02,255.2,57.72,0,2
35.07348932,31.90942264,-12.51242158,49.04,244.06,53.39,0,2
35.10209738,31.9354499,-12.52262747,49.08,233.57,61.47,0,2
35.11640142,31.94846353,-12.52773042,49.1,257.68,65.28,0,2
35.15931352,31.98750443,-12.54303926,49.16,259.22,78.52,0,2
35.18792158,32.01353169,-12.55324515,49.2,249.5,58.49,0,2
35.20222561,32.02654532,-12.55834809,49.22,249.31,53.89,0,2
35.25228973,32.07209303,-12.5762084,49.29,347.51,71.24,0,2
35.2808978,32.09812029,-12.58641429,49.33,254.95,74.38,0,2
35.29520183,32.11113392,-12.59151723,49.35,249.88,76.8,0,2
35.3238099,32.13716118,-12.60172313,49.39,250.58,72.05,0,2
35.35956998,32.16969526,-12.61448049,49.44,244.88,61.39,0,2
35.40248208,32.20873615,-12.62978932,49.5,249.7,61.26,0,2
35.42393813,32.22825659,-12.63744374,49.53,243.98,65.81,0,2
35.44539418,32.24777704,-12.64509816,49.56,27.94,53.8,0,2
35.50261031,32.29983156,-12.66550994,49.64,264.46,51.66,0,2
35.53121838,32.32585883,-12.67571583,49.68,91.16,53.3,0,2
35.58843451,32.37791335,-12.69612761,49.76,354.5,60.48,0,2
35.58843451,32.37791335,-12.69612761,49.76,219.66,60.56,0,2
35.60273854,32.39092698,-12.70123056,49.78,105.39,52.53,0,2
35.61704258,32.40394061,-12.7063335,49.8,259.03,76.34,0,2
35.64565064,32.42996787,-12.71653939,49.84,246.66,64.21,0,2
35.66710669,32.44948832,-12.72419381,49.87,253.76,61.67,0,2
35.68141073,32.46250195,-12.72929675,49.89,247.81,60.7,0,2
35.68141073,32.46250195,-12.72929675,49.89,99.29,47.73,0,2
35.68141073,32.46250195,-12.72929675,49.89,88.44,46.7,0,2
35.71717081,32.49503603,-12.74205412,49.94,102.85,47.51,0,2
35.72432283,32.50154284,-12.74460559,49.95,43.59,40.81,0,2
35.83160307,32.59914507,-12.78287768,50.1,93.91,55.92,0,2
35.83875509,32.60565189,-12.78542915,50.11,262.62,61.22,0,2
35.86736316,32.63167915,-12.79563504,50.15,244.75,56.5,0,2
35.87451517,32.63818596,-12.79818651,50.16,349.54,72.96,0,2
35.89597122,32.65770641,-12.80584093,50.19,92.34,69.76,0,2
35.91027526,32.67072004,-12.81094388,50.21,241.02,50.14,0,2
35.93888332,32.6967473,-12.82114977,50.25,10.5,60.63,0,2
35.93888332,32.6967473,-12.82114977,50.25,260.36,56.92,0,2
35.96033937,32.71626775,-12.82880419,50.28,252.28,57.62,0,2
35.97464341,32.72928138,-12.83390713,50.3,244.56,63,0,2
35.98179542,32.73578819,-12.8364586,50.31,93.72,48.91,0,2
36.02470752,32.77482909,-12.85176744,50.37,259.06,69.21,0,2
36.07477164,32.82037679,-12.86962775,50.44,240.94,59.62,0,2
36.09622769,32.83989724,-12.87728216,50.47,243.41,59.53,0,2
36.15344382,32.89195176,-12.89769395,50.55,242.86,57.12,0,2
36.16774785,32.90496539,-12.90279689,50.57,246.73,55.46,0,2
36.1892039,32.92448584,-12.91045131,50.6,244.75,54,0,2
36.23926802,32.97003355,-12.92831162,50.67,359.02,52.57,0,2
36.28218012,33.00907444,-12.94362045,50.73,19.49,46.64,0,2
36.30363617,33.02859489,-12.95127487,50.76,178.98,36.76,0,2
36.3179402,33.04160852,-12.95637782,50.78,23.4,41.59,0,2
36.33939625,33.06112896,-12.96403223,50.81,250.86,63.24,0,2
36.38946037,33.10667667,-12.98189254,50.88,253.69,54.9,0,2
36.42522045,33.13921075,-12.9946499,50.93,352.68,64.74,0,2
36.4466765,33.15873119,-13.00230432,50.96,97.9,39.2,0,2
36.50389263,33.21078572,-13.0227161,51.04,16.58,43.04,0,2
36.51104465,33.21729253,-13.02526758,51.05,347.71,52.85,0,2
36.55395675,33.25633343,-13.04057641,51.11,218.31,69.86,0,2
36.63978095,33.33441521,-13.07119408,51.23,108.35,54.44,0,2
36.65408498,33.34742884,-13.07629703,51.25,253.5,69.77,0,2
36.67554103,33.36694929,-13.08395144,51.28,111.11,47.68,0,2
36.69699708,33.38646973,-13.09160586,51.31,355.93,54.12,0,2
36.71130111,33.39948336,-13.09670881,51.33,257.35,67.29,0,2
36.75421321,33.43852426,-13.11201764,51.39,79.17,53.61,0,2
36.77566926,33.4580447,-13.11967206,51.42,261.89,70.27,0,2
36.79712531,33.47756515,-13.12732648,51.45,271.64,69.61,0,2
36.81858136,33.49708559,-13.1349809,51.48,263.92,65.08,0,2
36.8328854,33.51009923,-13.14008384,51.5,46.86,42.49,0,2
36.86864548,33.5426333,-13.1528412,51.55,92.5,37.12,0,2
36.92586161,33.59468783,-13.17325299,51.63,102.2,52.02,0,2
36.98307774,33.64674235,-13.19366477,51.71,105.39,53.28,0,2
37.01883783,33.67927643,-13.20642213,51.76,105.96,59.71,0,2
37.14042211,33.78989229,-13.24979716,51.93,108.51,55.4,0,2
37.18333421,33.82893318,-13.265106,51.99,180.7,47.69,0,2
37.19048622,33.83543999,-13.26765747,52,219.17,58,0,2
37.24055034,33.8809877,-13.28551778,52.07,107.76,62.43,0,2
37.24770236,33.88749452,-13.28806925,52.08,257.67,70.51,0,2
37.29776647,33.93304223,-13.30592956,52.15,106.94,58.88,0,2
37.37643866,34.00461719,-13.33399576,52.26,16.33,52.5,0,2
37.41219874,34.03715127,-13.34675312,52.31,206.2,60,0,2
37.42650277,34.0501649,-13.35185607,52.33,210.6,61.08,0,2
37.4408068,34.06317853,-13.35695901,52.35,3.8,52.76,0,2
37.44795882,34.06968535,-13.35951048,52.36,265.04,72.22,0,2
37.46941487,34.08920579,-13.3671649,52.39,199.16,58.82,0,2
37.47656689,34.09571261,-13.36971637,52.4,253.4,78.03,0,2
37.47656689,34.09571261,-13.36971637,52.4,197.81,57.46,0,2
37.50517495,34.12173987,-13.37992227,52.44,192.7,54.95,0,2
37.50517495,34.12173987,-13.37992227,52.44,260.55,48.84,0,2
37.53378302,34.14776713,-13.39012816,52.48,195.95,55.46,0,2
37.54093504,34.15427395,-13.39267963,52.49,257.1,56.65,0,2
37.5695431,34.18030121,-13.40288552,52.53,259.97,56.76,0,2
37.5695431,34.18030121,-13.40288552,52.53,3.37,54.84,0,2
37.6124552,34.2193421,-13.41819435,52.59,265.46,73,0,2
37.63391125,34.23886255,-13.42584877,52.62,356.8,61.29,0,2
37.63391125,34.23886255,-13.42584877,52.62,243.5,72.12,0,2
37.64821529,34.25187618,-13.43095172,52.64,244.27,73.31,0,2
37.64821529,34.25187618,-13.43095172,52.64,192.51,55.17,0,2
37.6553673,34.25838299,-13.43350319,52.65,2.28,51.67,0,2
37.66251932,34.26488981,-13.43605466,52.66,192.79,52.09,0,2
37.66251932,34.26488981,-13.43605466,52.66,240.07,67.43,0,2
37.67682335,34.27790344,-13.44115761,52.68,190.16,49.47,0,2
37.68397537,34.28441026,-13.44370908,52.69,242.59,71.34,0,2
37.69112739,34.29091707,-13.44626055,52.7,258.22,60.32,0,2
37.70543142,34.3039307,-13.4513635,52.72,260.51,56.01,0,2
